Security,Mean_Return,Std_Return,Min_Return,Max_Return,Num_Periods,Block_ID,Cluster_ID,Start_Price_Avg,End_Price_Avg
RADR,4900.000363797632,0.0,4900.000363797632,4900.000363797632,10,0,30,9.999999747378752e-06,0.0005000000237486998
GVFG,4900.000363797632,0.0,4900.000363797632,4900.000363797632,10,0,33,9.999999747378752e-06,0.0005000000237486998
AWRS,4900.000363797632,0.0,4900.000363797632,4900.000363797632,10,0,60,9.999999747378752e-06,0.0005000000237486998
CMNT,4900.000014551824,0.0,4900.000014551824,4900.000014551824,10,0,61,9.999999747378752e-05,0.0049999998882412
CBEEF,4900.000014551824,0.0,4900.000014551824,4900.000014551824,10,0,15,9.999999747378752e-05,0.0049999998882412
CATV,4890.000124418836,0.0,4890.000124418836,4890.000124418836,10,0,4,9.999999747378752e-05,0.00498999999836083
ATIG,4850.0001913576425,0.0,4850.0001913576425,4850.0001913576425,10,0,4,9.999999747378752e-05,0.00495000006631012
CHNO,4774.037748269827,0.0,4774.037748269827,4774.037748269827,10,0,49,0.014290000125765739,0.6965000003576278
SPQS,4709.045388786302,0.0,4709.045388786302,4709.045388786302,10,0,61,0.00019899999606416002,0.00957000013440841
HPIL,4655.000145155307,0.0,4655.000145155307,4655.000145155307,10,0,35,9.999999747378752e-05,0.0047550000250339
SAVA,4648.261896275178,0.0,4648.261896275178,4648.261896275178,10,0,50,1.2370000004768371,58.73599967956543
FTFY,4600.000109138989,0.0,4600.000109138989,4600.000109138989,10,0,21,9.999999747378752e-06,0.0004699999990406999
BTCS,4583.347002000981,0.0,4583.347002000981,4583.347002000981,10,0,35,0.12190000042319293,5.709000015258789
CSOC,4540.977468558532,0.0,4540.977468558532,4540.977468558532,10,0,37,0.00132999999914316,0.06172500029206272
MNMD,4495.999937121074,0.0,4495.999937121074,4495.999937121074,10,0,61,0.7500000119209289,34.47000007629394
IFXY,4470.000128786143,0.0,4470.000128786143,4470.000128786143,10,0,15,0.0001999999949475,0.00914000002667303
MEIL,4450.841167061745,0.0,4450.841167061745,4450.841167061745,10,0,52,0.00535000003874299,0.2434700042009353
VIZC,4440.00008585625,0.0,4440.00008585625,4440.00008585625,10,0,18,9.999999747378752e-05,0.004539999971166201
GASE,4421.568659497713,0.0,4421.568659497713,4421.568659497713,10,0,40,0.005099999951198619,0.2305999994277954
NLMP,4399.999919966147,0.0,4399.999919966147,4399.999919966147,10,0,46,0.0001999999949475,0.008999999612569799
HLTC,4392.689313197907,0.0,4392.689313197907,4392.689313197907,10,0,61,0.093759000301361,4.212300586700439
UAPC,4342.753608059099,0.0,4342.753608059099,4342.753608059099,10,0,39,0.0006899999978486001,0.030654999800026388
WPUR,4330.362228630268,0.0,4330.362228630268,4330.362228630268,10,0,47,0.0007179999898653001,0.03181000035256141
TAYO,4310.902472942714,0.0,4310.902472942714,4310.902472942714,10,0,54,0.0055950001347809695,0.24678999930620193
ALPP,4307.952883538164,0.0,4307.952883538164,4307.952883538164,10,0,61,0.5432000041007996,23.944000244140625
EEGUF,4297.759321329344,0.0,4297.759321329344,4297.759321329344,10,0,61,0.007139999885112001,0.3140000104904175
DFTC,4244.791625469986,0.0,4244.791625469986,4244.791625469986,10,0,33,0.00144000002183018,0.06256500035524362
TRSI,4243.181872061276,0.0,4243.181872061276,4243.181872061276,10,0,33,0.00021999999880784,0.00955500006675713
BYRG,4187.036961608844,0.0,4187.036961608844,4187.036961608844,10,0,62,0.00021600000618485,0.009260000102221909
BNCM,4143.821535582446,0.0,4143.821535582446,4143.821535582446,10,0,56,0.01570000033825628,0.6662799954414368
CTPR,4099.999956344223,0.0,4099.999956344223,4099.999956344223,10,0,20,9.999999747378752e-05,0.0041999998502433005
NVAX,4071.0203581789137,0.0,4071.0203581789137,4071.0203581789137,10,0,35,4.478999948501587,186.81999969482422
