security,block,model_proba,position_size,final_value,pnl,return_pct,binding_constraint,capital_cap,volume_cap,security_limit,days_held
OMHE,8,0.7211595625644944,400.0731857922143,160.02928957846657,-240.04389621374773,-59.999996185302734,volume,50000020.29079975,400.0731857922143,50000020.29079975,500
UOMO,8,0.7105660237179142,165.3864796369682,165.3864796369682,0.0,0.0,volume,50000038.555534914,165.3864796369682,50000038.555534914,500
SDVI,9,0.7079842323366237,211.84891003184745,211.84891003184745,0.0,0.0,volume,50000041.36549417,211.84891003184745,50000041.36549417,500
CRDV,10,0.7074196304106036,144.4788104497749,1.313086991578615,-143.16572345819628,-99.09115600585938,volume,50000044.175453424,144.4788104497749,50000044.175453424,500
FPPP,8,0.7060428399007326,309.3637039882178,30.936370398821794,-278.427333589396,-90.0,volume,50000045.56611648,309.3637039882178,50000045.56611648,500
CRDV,8,0.7030280384749996,144.4788104497749,1.6292335951636403,-142.84957685461126,-98.8723373413086,volume,50000056.46867906,144.4788104497749,50000056.46867906,500
ERINQ,9,0.702688395601476,3344.649311300592,3344.649311300592,0.0,0.0,volume,50000057.81721443,3344.649311300592,50000057.81721443,500
FERL,10,0.6965139148769163,1322.1418772489146,66.10709386244571,-1256.034783386469,-95.0,volume,50000073.9996388,1322.1418772489146,50000073.9996388,500
GBUX,8,0.6942904081937356,128.39234850973543,50.97999160732607,-77.41235690240936,-60.2935905456543,volume,50000078.89136635,128.39234850973543,50000078.89136635,500
RDEMF,8,0.6878816046057596,197.4621557456146,533.681488985841,336.21933324022643,170.270263671875,volume,50000092.2584635,197.4621557456146,50000092.2584635,500
LLLI,10,0.6878119054723135,417.89764998425835,511.2049408486158,93.30729086435747,22.32778549194336,volume,50000093.50727609,417.89764998425835,50000093.50727609,500
VTGDF,9,0.6869968158887443,961.915095602277,96.1915095602277,-865.7235860420493,-90.0,volume,50000094.7654194,961.915095602277,50000094.7654194,500
DTGI,10,0.6867186752944132,1779.37438605318,712.4627422657811,-1066.9116437873988,-59.95993041992188,volume,50000095.93699036,1779.37438605318,50000095.93699036,500
PRZM,9,0.6830002598072382,236.35171385882592,236.35171385882592,0.0,0.0,volume,50000106.58578826,236.35171385882592,50000106.58578826,500
BITCF,8,0.6781075495840588,804.3499339382504,421.32611349994386,-383.02382043830653,-47.61905288696289,volume,50000118.29946595,804.3499339382504,50000118.29946595,500
CPMV,10,0.6756690010578777,131.4623607618481,177.21597530160943,45.753614539761344,34.803585052490234,volume,50000124.45893039,131.4623607618481,50000124.45893039,500
MVNC,10,0.6745909177730333,785.7682373492131,4.4342742318731325,-781.33396311734,-99.43567657470705,volume,50000126.52123593,785.7682373492131,50000126.52123593,500
CSTPF,8,0.6745645512264888,412.9747968390887,1023.4591887102001,610.4843918711115,147.82606506347656,volume,50000127.4742553,412.9747968390887,50000127.4742553,500
